2021-09-18T11:07:54,582 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T13:49:43,660 INFO  [restartedMain] o.h.d.Dialect: HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2021-09-18T13:49:43,996 INFO  [restartedMain] o.h.e.t.j.p.i.JtaPlatformInitiator: HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2021-09-18T13:49:44,014 INFO  [restartedMain] o.s.o.j.LocalContainerEntityManagerFactoryBean: Initialized JPA EntityManagerFactory for persistence unit 'default'
2021-09-18T13:49:44,035 INFO  [restartedMain] o.s.b.d.a.OptionalLiveReloadServer: LiveReload server is running on port 35729
2021-09-18T13:49:44,111 WARN  [restartedMain] o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration: spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2021-09-18T13:49:44,763 INFO  [restartedMain] o.s.b.a.e.w.EndpointLinksResolver: Exposing 15 endpoint(s) beneath base path '/actuator'
2021-09-18T13:49:44,812 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Starting ProtocolHandler ["http-nio-8080"]
2021-09-18T13:49:45,300 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat started on port(s): 8080 (http) with context path ''
2021-09-18T13:49:45,324 INFO  [restartedMain] c.m.p.PillarBeApplication: Started PillarBeApplication in 6.678 seconds (JVM running for 8.053)
2021-09-18T13:49:52,163 INFO  [http-nio-8080-exec-2] o.a.c.c.C.[.[.[/]: Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-09-18T13:49:52,163 INFO  [http-nio-8080-exec-2] o.s.w.s.DispatcherServlet: Initializing Servlet 'dispatcherServlet'
2021-09-18T13:49:52,165 INFO  [http-nio-8080-exec-2] o.s.w.s.DispatcherServlet: Completed initialization in 2 ms
2021-09-18T13:49:52,607 WARN  [http-nio-8080-exec-2] o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver: Resolved [org.springframework.web.bind.MethodArgumentNotValidException: Validation failed for argument [0] in public java.lang.String com.markaz.pillar.controller.AuthController.register(com.markaz.pillar.forms.RegistrationData): [Field error in object 'registrationData' on field 'password': rejected value [12345678]; codes [ValidPassword.registrationData.password,ValidPassword.password,ValidPassword.java.lang.String,ValidPassword]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [registrationData.password,password]; arguments []; default message [password]]; default message [Password must contain 1 or more lowercase characters.]] ]
2021-09-18T13:50:01,168 WARN  [http-nio-8080-exec-4] o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver: Resolved [org.springframework.web.bind.MethodArgumentNotValidException: Validation failed for argument [0] in public java.lang.String com.markaz.pillar.controller.AuthController.register(com.markaz.pillar.forms.RegistrationData): [Field error in object 'registrationData' on field 'password': rejected value [1234a]; codes [ValidPassword.registrationData.password,ValidPassword.password,ValidPassword.java.lang.String,ValidPassword]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [registrationData.password,password]; arguments []; default message [password]]; default message [Password must be 8 or more characters in length.]] ]
2021-09-18T14:55:04,935 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T14:55:04,996 INFO  [restartedMain] c.m.p.PillarBeApplication: Starting PillarBeApplication using Java 13.0.2 on LAPTOP-KGVDH18P with PID 7132 (C:\Users\Abimanyu\Desktop\markaz-pillar-be\build\classes\java\main started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
2021-09-18T14:55:05,000 INFO  [restartedMain] c.m.p.PillarBeApplication: No active profile set, falling back to default profiles: default
2021-09-18T14:55:05,065 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-09-18T14:55:05,065 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-09-18T14:55:06,320 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-09-18T14:55:06,339 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Finished Spring Data repository scanning in 7 ms. Found 0 JPA repository interfaces.
2021-09-18T14:55:07,497 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat initialized with port(s): 8080 (http)
2021-09-18T14:55:07,509 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Initializing ProtocolHandler ["http-nio-8080"]
2021-09-18T14:55:07,509 INFO  [restartedMain] o.a.c.c.StandardService: Starting service [Tomcat]
2021-09-18T14:55:07,510 INFO  [restartedMain] o.a.c.c.StandardEngine: Starting Servlet engine: [Apache Tomcat/9.0.46]
2021-09-18T14:55:07,607 INFO  [restartedMain] o.a.c.c.C.[.[.[/]: Initializing Spring embedded WebApplicationContext
2021-09-18T14:55:07,607 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext: Root WebApplicationContext: initialization completed in 2540 ms
2021-09-18T14:55:07,932 INFO  [restartedMain] o.f.c.i.l.VersionPrinter: Flyway Community Edition 7.1.1 by Redgate
2021-09-18T14:55:07,945 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Starting...
2021-09-18T14:55:11,111 WARN  [restartedMain] o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext: Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'flywayInitializer' defined in class path resource [org/springframework/boot/autoconfigure/flyway/FlywayAutoConfiguration$FlywayConfiguration.class]: Invocation of init method failed; nested exception is org.flywaydb.core.internal.exception.FlywaySqlException: 
Unable to obtain connection from database: Communications link failure

The last packet sent successfully to the server was 0 milliseconds ago. The driver has not received any packets from the server.
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
SQL State  : 08S01
Error Code : 0
Message    : Communications link failure

The last packet sent successfully to the server was 0 milliseconds ago. The driver has not received any packets from the server.

2021-09-18T14:55:11,123 INFO  [restartedMain] o.a.c.c.StandardService: Stopping service [Tomcat]
2021-09-18T14:55:54,929 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T14:55:54,994 INFO  [restartedMain] c.m.p.PillarBeApplication: Starting PillarBeApplication using Java 13.0.2 on LAPTOP-KGVDH18P with PID 9928 (C:\Users\Abimanyu\Desktop\markaz-pillar-be\build\classes\java\main started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
2021-09-18T14:55:55,001 INFO  [restartedMain] c.m.p.PillarBeApplication: No active profile set, falling back to default profiles: default
2021-09-18T14:55:55,068 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-09-18T14:55:55,068 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-09-18T14:55:56,476 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-09-18T14:55:56,495 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Finished Spring Data repository scanning in 8 ms. Found 0 JPA repository interfaces.
2021-09-18T14:55:57,601 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat initialized with port(s): 8080 (http)
2021-09-18T14:55:57,612 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Initializing ProtocolHandler ["http-nio-8080"]
2021-09-18T14:55:57,613 INFO  [restartedMain] o.a.c.c.StandardService: Starting service [Tomcat]
2021-09-18T14:55:57,614 INFO  [restartedMain] o.a.c.c.StandardEngine: Starting Servlet engine: [Apache Tomcat/9.0.46]
2021-09-18T14:55:57,709 INFO  [restartedMain] o.a.c.c.C.[.[.[/]: Initializing Spring embedded WebApplicationContext
2021-09-18T14:55:57,709 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext: Root WebApplicationContext: initialization completed in 2639 ms
2021-09-18T14:55:57,983 INFO  [restartedMain] o.f.c.i.l.VersionPrinter: Flyway Community Edition 7.1.1 by Redgate
2021-09-18T14:55:57,994 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Starting...
2021-09-18T14:55:58,486 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Start completed.
2021-09-18T14:55:58,551 INFO  [restartedMain] o.f.c.i.d.b.DatabaseType: Database: jdbc:mysql://127.0.0.1:2001/sql (MySQL 8.0)
2021-09-18T14:55:58,691 INFO  [restartedMain] o.f.c.i.c.DbValidate: Successfully validated 1 migration (execution time 00:00.077s)
2021-09-18T14:55:58,732 INFO  [restartedMain] o.f.c.i.c.DbMigrate: Current version of schema `sql`: 0
2021-09-18T14:55:58,734 INFO  [restartedMain] o.f.c.i.c.DbMigrate: Schema `sql` is up to date. No migration necessary.
2021-09-18T14:55:58,962 INFO  [restartedMain] o.h.Version: HHH000412: Hibernate ORM core version 5.4.32.Final
2021-09-18T14:55:59,245 INFO  [restartedMain] o.h.a.c.Version: HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2021-09-18T14:55:59,459 INFO  [restartedMain] o.h.d.Dialect: HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2021-09-18T14:56:00,515 WARN  [restartedMain] o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext: Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'entityManagerFactory' defined in class path resource [org/springframework/boot/autoconfigure/orm/jpa/HibernateJpaConfiguration.class]: Invocation of init method failed; nested exception is javax.persistence.PersistenceException: [PersistenceUnit: default] Unable to build Hibernate SessionFactory; nested exception is org.hibernate.tool.schema.spi.SchemaManagementException: Schema-validation: missing table [hibernate_sequence]
2021-09-18T14:56:00,518 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Shutdown initiated...
2021-09-18T14:56:00,672 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Shutdown completed.
2021-09-18T14:56:00,676 INFO  [restartedMain] o.a.c.c.StandardService: Stopping service [Tomcat]
2021-09-18T14:57:12,351 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T14:57:12,421 INFO  [restartedMain] c.m.p.PillarBeApplication: Starting PillarBeApplication using Java 13.0.2 on LAPTOP-KGVDH18P with PID 5076 (C:\Users\Abimanyu\Desktop\markaz-pillar-be\build\classes\java\main started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
2021-09-18T14:57:12,427 INFO  [restartedMain] c.m.p.PillarBeApplication: No active profile set, falling back to default profiles: default
2021-09-18T14:57:12,494 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-09-18T14:57:12,494 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-09-18T14:57:13,942 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-09-18T14:57:13,960 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Finished Spring Data repository scanning in 7 ms. Found 0 JPA repository interfaces.
2021-09-18T14:57:15,181 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat initialized with port(s): 8080 (http)
2021-09-18T14:57:15,194 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Initializing ProtocolHandler ["http-nio-8080"]
2021-09-18T14:57:15,195 INFO  [restartedMain] o.a.c.c.StandardService: Starting service [Tomcat]
2021-09-18T14:57:15,195 INFO  [restartedMain] o.a.c.c.StandardEngine: Starting Servlet engine: [Apache Tomcat/9.0.46]
2021-09-18T14:57:15,291 INFO  [restartedMain] o.a.c.c.C.[.[.[/]: Initializing Spring embedded WebApplicationContext
2021-09-18T14:57:15,292 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext: Root WebApplicationContext: initialization completed in 2797 ms
2021-09-18T14:57:15,594 INFO  [restartedMain] o.f.c.i.l.VersionPrinter: Flyway Community Edition 7.1.1 by Redgate
2021-09-18T14:57:15,604 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Starting...
2021-09-18T14:57:15,939 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Start completed.
2021-09-18T14:57:16,000 INFO  [restartedMain] o.f.c.i.d.b.DatabaseType: Database: jdbc:mysql://127.0.0.1:2001/sql (MySQL 8.0)
2021-09-18T14:57:16,104 INFO  [restartedMain] o.f.c.i.c.DbValidate: Successfully validated 1 migration (execution time 00:00.052s)
2021-09-18T14:57:16,141 INFO  [restartedMain] o.f.c.i.c.DbMigrate: Current version of schema `sql`: 0
2021-09-18T14:57:16,143 INFO  [restartedMain] o.f.c.i.c.DbMigrate: Schema `sql` is up to date. No migration necessary.
2021-09-18T14:57:16,344 INFO  [restartedMain] o.h.Version: HHH000412: Hibernate ORM core version 5.4.32.Final
2021-09-18T14:57:16,572 INFO  [restartedMain] o.h.a.c.Version: HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2021-09-18T14:57:16,747 INFO  [restartedMain] o.h.d.Dialect: HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2021-09-18T14:57:17,786 WARN  [restartedMain] o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext: Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'entityManagerFactory' defined in class path resource [org/springframework/boot/autoconfigure/orm/jpa/HibernateJpaConfiguration.class]: Invocation of init method failed; nested exception is javax.persistence.PersistenceException: [PersistenceUnit: default] Unable to build Hibernate SessionFactory; nested exception is org.hibernate.tool.schema.spi.SchemaManagementException: Schema-validation: missing table [hibernate_sequence]
2021-09-18T14:57:17,789 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Shutdown initiated...
2021-09-18T14:57:17,936 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Shutdown completed.
2021-09-18T14:57:17,940 INFO  [restartedMain] o.a.c.c.StandardService: Stopping service [Tomcat]
2021-09-18T15:00:02,342 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T15:00:02,388 INFO  [restartedMain] c.m.p.PillarBeApplication: Starting PillarBeApplication using Java 13.0.2 on LAPTOP-KGVDH18P with PID 12120 (C:\Users\Abimanyu\Desktop\markaz-pillar-be\build\classes\java\main started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
2021-09-18T15:00:02,393 INFO  [restartedMain] c.m.p.PillarBeApplication: No active profile set, falling back to default profiles: default
2021-09-18T15:00:02,443 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-09-18T15:00:02,443 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-09-18T15:00:03,582 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-09-18T15:00:03,599 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Finished Spring Data repository scanning in 7 ms. Found 0 JPA repository interfaces.
2021-09-18T15:00:04,718 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat initialized with port(s): 8080 (http)
2021-09-18T15:00:04,729 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Initializing ProtocolHandler ["http-nio-8080"]
2021-09-18T15:00:04,730 INFO  [restartedMain] o.a.c.c.StandardService: Starting service [Tomcat]
2021-09-18T15:00:04,731 INFO  [restartedMain] o.a.c.c.StandardEngine: Starting Servlet engine: [Apache Tomcat/9.0.46]
2021-09-18T15:00:04,843 INFO  [restartedMain] o.a.c.c.C.[.[.[/]: Initializing Spring embedded WebApplicationContext
2021-09-18T15:00:04,844 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext: Root WebApplicationContext: initialization completed in 2400 ms
2021-09-18T15:00:05,117 INFO  [restartedMain] o.f.c.i.l.VersionPrinter: Flyway Community Edition 7.1.1 by Redgate
2021-09-18T15:00:05,129 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Starting...
2021-09-18T15:00:05,469 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Start completed.
2021-09-18T15:00:05,527 INFO  [restartedMain] o.f.c.i.d.b.DatabaseType: Database: jdbc:mysql://127.0.0.1:2001/sql (MySQL 8.0)
2021-09-18T15:00:05,626 INFO  [restartedMain] o.f.c.i.c.DbValidate: Successfully validated 1 migration (execution time 00:00.052s)
2021-09-18T15:00:05,666 INFO  [restartedMain] o.f.c.i.c.DbMigrate: Current version of schema `sql`: 0
2021-09-18T15:00:05,669 INFO  [restartedMain] o.f.c.i.c.DbMigrate: Schema `sql` is up to date. No migration necessary.
2021-09-18T15:00:05,867 INFO  [restartedMain] o.h.Version: HHH000412: Hibernate ORM core version 5.4.32.Final
2021-09-18T15:00:06,075 INFO  [restartedMain] o.h.a.c.Version: HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2021-09-18T15:00:06,256 INFO  [restartedMain] o.h.d.Dialect: HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2021-09-18T15:00:07,150 WARN  [restartedMain] o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext: Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'entityManagerFactory' defined in class path resource [org/springframework/boot/autoconfigure/orm/jpa/HibernateJpaConfiguration.class]: Invocation of init method failed; nested exception is javax.persistence.PersistenceException: [PersistenceUnit: default] Unable to build Hibernate SessionFactory; nested exception is org.hibernate.tool.schema.spi.SchemaManagementException: Schema-validation: missing table [user]
2021-09-18T15:00:07,152 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Shutdown initiated...
2021-09-18T15:00:07,294 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Shutdown completed.
2021-09-18T15:00:07,297 INFO  [restartedMain] o.a.c.c.StandardService: Stopping service [Tomcat]
2021-09-18T15:10:51,959 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T15:10:52,017 INFO  [restartedMain] c.m.p.PillarBeApplication: Starting PillarBeApplication using Java 13.0.2 on LAPTOP-KGVDH18P with PID 9496 (C:\Users\Abimanyu\Desktop\markaz-pillar-be\build\classes\java\main started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
2021-09-18T15:10:52,024 INFO  [restartedMain] c.m.p.PillarBeApplication: No active profile set, falling back to default profiles: default
2021-09-18T15:10:52,081 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-09-18T15:10:52,081 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-09-18T15:10:53,185 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-09-18T15:10:53,202 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Finished Spring Data repository scanning in 7 ms. Found 0 JPA repository interfaces.
2021-09-18T15:10:54,308 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat initialized with port(s): 8080 (http)
2021-09-18T15:10:54,320 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Initializing ProtocolHandler ["http-nio-8080"]
2021-09-18T15:10:54,321 INFO  [restartedMain] o.a.c.c.StandardService: Starting service [Tomcat]
2021-09-18T15:10:54,321 INFO  [restartedMain] o.a.c.c.StandardEngine: Starting Servlet engine: [Apache Tomcat/9.0.46]
2021-09-18T15:10:54,429 INFO  [restartedMain] o.a.c.c.C.[.[.[/]: Initializing Spring embedded WebApplicationContext
2021-09-18T15:10:54,429 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext: Root WebApplicationContext: initialization completed in 2347 ms
2021-09-18T15:10:54,700 INFO  [restartedMain] o.f.c.i.l.VersionPrinter: Flyway Community Edition 7.1.1 by Redgate
2021-09-18T15:10:54,711 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Starting...
2021-09-18T15:10:55,050 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Start completed.
2021-09-18T15:10:55,109 INFO  [restartedMain] o.f.c.i.d.b.DatabaseType: Database: jdbc:mysql://127.0.0.1:2001/sql (MySQL 8.0)
2021-09-18T15:10:55,238 WARN  [restartedMain] o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext: Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'flywayInitializer' defined in class path resource [org/springframework/boot/autoconfigure/flyway/FlywayAutoConfiguration$FlywayConfiguration.class]: Invocation of init method failed; nested exception is org.flywaydb.core.api.exception.FlywayValidateException: Validate failed: Migrations have failed validation
2021-09-18T15:10:55,239 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Shutdown initiated...
2021-09-18T15:10:55,266 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Shutdown completed.
2021-09-18T15:10:55,271 INFO  [restartedMain] o.a.c.c.StandardService: Stopping service [Tomcat]
2021-09-18T15:18:30,161 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T15:18:30,232 INFO  [restartedMain] c.m.p.PillarBeApplication: Starting PillarBeApplication using Java 13.0.2 on LAPTOP-KGVDH18P with PID 7052 (C:\Users\Abimanyu\Desktop\markaz-pillar-be\build\classes\java\main started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
2021-09-18T15:18:30,238 INFO  [restartedMain] c.m.p.PillarBeApplication: No active profile set, falling back to default profiles: default
2021-09-18T15:18:30,312 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-09-18T15:18:30,312 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-09-18T15:18:31,745 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-09-18T15:18:31,763 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Finished Spring Data repository scanning in 7 ms. Found 0 JPA repository interfaces.
2021-09-18T15:18:32,853 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat initialized with port(s): 8080 (http)
2021-09-18T15:18:32,864 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Initializing ProtocolHandler ["http-nio-8080"]
2021-09-18T15:18:32,865 INFO  [restartedMain] o.a.c.c.StandardService: Starting service [Tomcat]
2021-09-18T15:18:32,865 INFO  [restartedMain] o.a.c.c.StandardEngine: Starting Servlet engine: [Apache Tomcat/9.0.46]
2021-09-18T15:18:32,953 INFO  [restartedMain] o.a.c.c.C.[.[.[/]: Initializing Spring embedded WebApplicationContext
2021-09-18T15:18:32,953 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext: Root WebApplicationContext: initialization completed in 2639 ms
2021-09-18T15:18:33,218 INFO  [restartedMain] o.f.c.i.l.VersionPrinter: Flyway Community Edition 7.1.1 by Redgate
2021-09-18T15:18:33,238 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Starting...
2021-09-18T15:18:33,570 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Start completed.
2021-09-18T15:18:33,629 INFO  [restartedMain] o.f.c.i.d.b.DatabaseType: Database: jdbc:mysql://127.0.0.1:2001/sql (MySQL 8.0)
2021-09-18T15:18:33,757 WARN  [restartedMain] o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext: Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'flywayInitializer' defined in class path resource [org/springframework/boot/autoconfigure/flyway/FlywayAutoConfiguration$FlywayConfiguration.class]: Invocation of init method failed; nested exception is org.flywaydb.core.api.exception.FlywayValidateException: Validate failed: Migrations have failed validation
2021-09-18T15:18:33,758 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Shutdown initiated...
2021-09-18T15:18:33,790 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Shutdown completed.
2021-09-18T15:18:33,796 INFO  [restartedMain] o.a.c.c.StandardService: Stopping service [Tomcat]
2021-09-18T15:19:07,168 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T15:19:07,235 INFO  [restartedMain] c.m.p.PillarBeApplication: Starting PillarBeApplication using Java 13.0.2 on LAPTOP-KGVDH18P with PID 3368 (C:\Users\Abimanyu\Desktop\markaz-pillar-be\build\classes\java\main started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
2021-09-18T15:19:07,241 INFO  [restartedMain] c.m.p.PillarBeApplication: No active profile set, falling back to default profiles: default
2021-09-18T15:19:07,306 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-09-18T15:19:07,307 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-09-18T15:19:08,791 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-09-18T15:19:08,812 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Finished Spring Data repository scanning in 8 ms. Found 0 JPA repository interfaces.
2021-09-18T15:19:10,158 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat initialized with port(s): 8080 (http)
2021-09-18T15:19:10,170 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Initializing ProtocolHandler ["http-nio-8080"]
2021-09-18T15:19:10,171 INFO  [restartedMain] o.a.c.c.StandardService: Starting service [Tomcat]
2021-09-18T15:19:10,171 INFO  [restartedMain] o.a.c.c.StandardEngine: Starting Servlet engine: [Apache Tomcat/9.0.46]
2021-09-18T15:19:10,270 INFO  [restartedMain] o.a.c.c.C.[.[.[/]: Initializing Spring embedded WebApplicationContext
2021-09-18T15:19:10,270 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext: Root WebApplicationContext: initialization completed in 2962 ms
2021-09-18T15:19:10,533 INFO  [restartedMain] o.f.c.i.l.VersionPrinter: Flyway Community Edition 7.1.1 by Redgate
2021-09-18T15:19:10,544 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Starting...
